词语	词性	权重	词频
体制	n	8.76	28
可谓	v	8.76	6
天王	n	8.76	6
2008	m	8.76	6
家电维修	n_new	8.75	4
二级医院	n_new	8.75	4
网	n	8.73	105
概率	n	8.73	11
司机	n	8.71	12
打造	v	8.71	6
培养	v	8.70	9
身体	n	8.69	14
行政处罚	n_new	8.66	6
难度	n	8.66	10
用于	v	8.65	8
队员	n	8.65	8
天使	n	8.65	8
传感器	n	8.65	8
择偶	vi	8.65	8
打砸抢烧	n_new	8.65	6
打击	v	8.65	10
达成	v	8.65	10
通讯	n	8.65	10
天桥	n	8.64	9
地位	n	8.62	9
女性	n	8.62	9
提醒	v	8.62	20
比例	n	8.62	10
主持	v	8.62	13
被告人	n	8.61	28
场所	n	8.60	9
总量	n	8.60	8
4	m	8.59	47
防范	v	8.59	11
交流	vn	8.58	8
群众	n	8.58	21
明显	a	8.58	30
1	m	8.58	204
对象	n	8.58	10
派出所	n	8.58	10
联赛	n	8.58	9
园区	n	8.58	9
资源节约	n_new	8.57	4
武戏演员	n_new	8.57	4
打印时间	n_new	8.57	4
扫赌	n_new	8.57	4
试点	vn	8.57	18
院长	n	8.56	12
作品	n	8.56	7
领导人	n	8.56	7
设备	n	8.56	7
外国	n	8.56	7
大使	n	8.56	7
发达国家	nl	8.56	7
欧元	n	8.56	7
低于	v	8.56	7
装备	n	8.56	7
接到	v	8.56	7
水果	n	8.56	7
通道	n	8.56	7
缴纳	v	8.56	7
国家队	n	8.56	7
屏幕	n	8.56	7
收盘	vi	8.56	7
售票	vn	8.56	7
门票	n	8.56	7
炒股	vi	8.56	7
标识	n	8.55	11
发放	v	8.55	14
妻子	n	8.55	11
重庆市市长	n_new	8.55	6
房	n	8.54	55
最新	a	8.54	21
演员	n	8.52	12
条款	n	8.52	6
外界	n	8.52	6
冲击	vn	8.52	17
转变	v	8.51	8
事务	n	8.51	8
毕业	v	8.51	8
治疗	vn	8.51	8
医药	n	8.51	8
金属	n	8.51	8
成交额	n	8.51	8
网吧	n	8.51	8
空间站	n	8.51	11
趋势	n	8.51	10
说话	vi	8.51	10
进展	vn	8.50	9
下滑	vi	8.50	9
应对	v	8.50	9
战车	n	8.50	9
男孩	n	8.49	10
运动	vn	8.49	11
等待	v	8.49	7
男性	n	8.49	7
进步	vn	8.48	8
理论	n	8.47	6
联合	vn	8.47	6
给予	vx	8.47	6
鼓励	v	8.47	6
呼吁	v	8.47	6
签署	v	8.47	6
带动	v	8.47	6
绿色	n	8.47	6
课题	n	8.47	6
审查	vn	8.47	6
遵守	v	8.47	6
奖励	vn	8.47	6
过年	vi	8.47	6
怀疑	v	8.47	6
查询	v	8.47	6
传出	v	8.47	6
封面	n	8.47	6
儿子	n	8.47	10
时尚	n	8.47	10
感谢	v	8.46	8
领先	vi	8.46	8
保留	v	8.46	8
原油	n	8.46	8
设施	n	8.45	11
市政府	n	8.45	11
支撑	v	8.44	13
刺激	v	8.43	14
答应	v	8.43	11
主持人	n	8.41	9
有限产权	n_new	8.40	5
产权份额	n_new	8.40	5
现实	n	8.40	7
做到	v	8.40	7
防止	v	8.40	7
层次	n	8.40	7
注重	v	8.40	7
监管	vn	8.40	7
小学	n	8.40	7
付出	v	8.40	7
开幕式	n	8.40	7
降价	vd	8.40	7
数额	n	8.40	7
毫无	v	8.40	7
增速	n	8.40	7
庭审	v	8.40	7
福利费	n	8.39	51
回家	vi	8.38	10
适合	v	8.38	9
到达	v	8.38	9
诉讼	vn	8.38	9
足够	v	8.37	10
民族	n	8.37	8
势头	n	8.37	8
收益	n	8.37	8
拉动	v	8.37	8
人民币	n	8.36	12
信心	n	8.36	10
目前	t	8.36	135
王菲	nr	8.35	16
节目	n	8.35	10
意义	n	8.34	19
欺骗	v	8.34	12
地面	n	8.33	9
频道	n	8.33	9
兴趣	n	8.33	11
作文	n	8.32	14
商品房	n	8.31	11
面料	n	8.31	10
迎来	v	8.31	10
撤销	v	8.31	13
开支	v	8.30	12
国务院批复	n_new	8.30	8
明白	v	8.29	11
全部	m	8.29	33
食品药品	n_new	8.28	7
纯度	n	8.28	9
时代	n	8.28	9
当选	v	8.27	8
尝试	vn	8.27	8
拆迁	v	8.27	8
竞赛	vn	8.27	10
军事技术	n_new	8.26	3
治理结构	n_new	8.26	3
困难农户	n_new	8.26	3
关系研讨会	n_new	8.26	3
勘探工作	n_new	8.26	3
中国海军	n_new	8.26	3
列入救助	n_new	8.26	3
中国公开赛	n_new	8.26	3
北京市建委	n_new	8.26	3
稳步上升	n_new	8.26	3
责任追究	n_new	8.26	3
中国足坛	n_new	8.26	3
场景模式	n_new	8.26	3
放火罪	n_new	8.26	6
婚庆	n_new	8.26	3
对接中学	n_new	8.26	3
舞美制作	n_new	8.26	3
锁定成本	n_new	8.26	3
公立医院	n_new	8.26	3
小吃街	n_new	8.26	3
疫苗接种	n_new	8.26	3
缩量	n_new	8.26	3
诱导牌	n_new	8.26	3
知识产权	n_new	8.26	4
广泛关注	n_new	8.26	4
高速增长	n_new	8.26	4
一体化规划	n_new	8.26	2
复兴中路	n_new	8.26	2
不可操之过急	n_new	8.26	4
未经授权	n_new	8.26	2
拯救地球	n_new	8.26	2
普遍看涨	n_new	8.26	2
商业机密	n_new	8.26	2
可以拨打	n_new	8.26	2
吸金	n_new	8.26	2
平行班	n_new	8.26	2
争霸赛	n_new	8.26	2
澳门特别行政区基本法	n_new	8.26	4
公园	n	8.25	17
处女	n	8.24	14
市委	n	8.22	26
高考	vn	8.21	9
化工	n	8.19	12
上门	vi	8.18	10
港	n	8.15	79
意味着	v	8.14	13
周边	n	8.12	22
连续	a	8.11	19
及时	ad	8.09	15
财政部	nt	8.07	16
主管部门	n_new	8.07	4
管制措施	n_new	8.07	4
遗产纠纷	n_new	8.07	4
代理律师	n_new	8.07	4
销售备案	n_new	8.07	4
主播	n_new	8.07	4
玻璃顶棚	n_new	8.07	4
华小生	n_new	8.07	4
平均	a	8.05	20
取消	v	8.03	18
领导小组	n_new	8.01	6
依然	d	8.00	20
南开大学	n_new	7.98	3
结构性	n	7.96	12
纪录	n	7.92	11
再次	d	7.92	19
支出	n	7.91	14
真正	d	7.91	27
仍然	d	7.91	25
单身	n	7.89	9
圣战	n_new	7.88	4
特约维修	n_new	7.88	4
机场	n	7.87	8
收入分配	n_new	7.87	6
判处	v	7.86	24
福利费开支	n_new	7.85	5
安置	vn	7.84	14
丈夫	n	7.83	7
遵循	v	7.78	11
特点	n	7.78	13
股份	n	7.77	26
围绕	v	7.76	7
先进典型	n_new	7.76	2
历史高位	n_new	7.76	4
强烈要求	n_new	7.76	2
司法机关	n_new	7.76	2
寻求解决	n_new	7.76	2
工作访	n_new	7.76	2
工业发达	n_new	7.76	4
高级官员	n_new	7.76	2
工作纪律	n_new	7.76	2
袭击执行	n_new	7.76	4
对外宣布	n_new	7.76	2
民间投资	n_new	7.76	4
一些知名	n_new	7.76	4
计划生育工作	n_new	7.76	2
评选活动	n_new	7.76	2
生产大国	n_new	7.76	2
决赛阶段	n_new	7.76	2
结构性存款	n_new	7.76	2
进行审计	n_new	7.76	2
个人隐私	n_new	7.76	2
税务检查	n_new	7.76	2
加速冲	n_new	7.76	2
发展打下	n_new	7.76	2
开始交往	n_new	7.76	2
传统口味	n_new	7.76	2
商标战略	n_new	7.76	2
收藏价值	n_new	7.76	2
中央电视台一	n_new	7.76	2
大学生体育馆	n_new	7.76	2
建交委	n_new	7.76	2
县委办公室	n_new	7.76	2
田主任	n_new	7.76	2
市场营销	n_new	7.76	2
理事会制度	n_new	7.76	2
现金优惠	n_new	7.76	2
热点板块	n_new	7.76	2
机组人员	n_new	7.76	2
匈关系	n_new	7.76	2
倒数第二	n_new	7.76	2
临床试验	n_new	7.76	2
加息	n_new	7.76	4
特许商品	n_new	7.76	2
保姆服务	n_new	7.76	2
电子邮件	n_new	7.76	2
饮食安全	n_new	7.76	2
课题组成员	n_new	7.76	2
拉开帷幕	n_new	7.76	2
学生年会	n_new	7.76	2
上海图书馆	n_new	7.76	2
一提起	n_new	7.76	2
亮灯	n_new	7.76	4
质保	n_new	7.76	2
拉响	n_new	7.76	2
进行全程	n_new	7.76	2
明确答复	n_new	7.76	2
拉开序幕	n_new	7.76	2
符合国家标准	n_new	7.76	2
大幅上扬	n_new	7.76	4
播音主持	n_new	7.76	2
世界高手	n_new	7.76	2
原因何在	n_new	7.76	2
股指一度	n_new	7.76	2
抢劫罪	n_new	7.76	4
烟草控制	n_new	7.76	2
偿还债务	n_new	7.76	2
汽车厂商	n_new	7.76	2
国内成品油	n_new	7.76	2
男伴	n_new	7.76	2
消费税调整	n_new	7.76	2
价格实惠	n_new	7.76	2
全线下跌	n_new	7.76	2
上海药物	n_new	7.76	2
发生性关系	n_new	7.76	2
感光度范围	n_new	7.76	2
锦秋	n_new	7.76	4
注一等奖	n_new	7.76	2
成品油价格	n_new	7.76	2
苏州大学	n_new	7.76	2
热映	n_new	7.76	2
最佳纪录片	n_new	7.76	2
急救中心	n_new	7.76	2
白蚕丝	n_new	7.76	2
制钢	n_new	7.76	2
持砖块	n_new	7.76	4
排名倒数	n_new	7.76	2
快递公司	n_new	7.76	2
钢管公司	n_new	7.76	2
上海体育场	n_new	7.76	4
东航集团	n_new	7.76	2
摇滚乐队	n_new	7.76	2
合计成交	n_new	7.76	2
承担违约金	n_new	7.76	2
教数理	n_new	7.76	2
区委区政府	n_new	7.76	4
急救室	n_new	7.76	2
招商地产	n_new	7.76	2
爸妈	n_new	7.76	2
中远集团	n_new	7.76	2
操控	n_new	7.76	2
扒光	n_new	7.76	2
二氧化碳排放	n_new	7.76	2
葱末	n_new	7.76	2
架空线	n_new	7.76	4
链接	n_new	7.76	2
最佳唱片	n_new	7.76	2
演技奖	n_new	7.76	2
互动性	n_new	7.76	2
豪赌	n_new	7.76	2
中海地产	n_new	7.76	2
累计	v	7.73	9
开设	v	7.73	7
移动	vn	7.73	14
讨论	v	7.72	6
现身	v	7.72	6
排放	v	7.72	20
讲座	n	7.71	8
十一五	m	7.71	5
相比	vi	7.71	14
披露	v	7.70	9
所在	n	7.69	12
拉开	v	7.69	12
年轻	a	7.68	18
换乘	vn	7.67	20
研讨会	n	7.67	7
教材	n	7.66	7
晚会	n	7.66	8
出台	vi	7.66	8
总理	n	7.66	9
见面	vi	7.65	11
力量	n	7.65	10
独立	a	7.64	17
权力	n	7.63	5
遭受	v	7.63	5
提及	v	7.63	5
顺利	ad	7.63	14
有利于	v	7.63	10
第六	m	7.62	5
3000	m	7.62	5
秋棠	nr2	7.62	10
想到	v	7.61	16
联盟	n	7.60	7
sOUL	n	7.60	9
记得	v	7.60	9
签订	v	7.60	7
说是	v	7.60	7
身高	n	7.60	7
宏观经济	n_new	7.59	3
我国北方	n_new	7.59	3
总结经验	n_new	7.59	3
物流研究	n_new	7.59	3
一跳	n_new	7.59	3
陆家嘴地区	n_new	7.59	3
风吹	n_new	7.59	3
国文水平	n_new	7.59	3
内控机制	n_new	7.59	3
最佳导演	n_new	7.59	3
集散中心	n_new	7.59	3
清水房	n_new	7.59	3
关心	v	7.59	11
天价	n	7.59	6
发展中国家	nl	7.58	9
顾问	n	7.58	9
欧盟	n	7.57	8
推广	vn	7.57	8
格局	n	7.57	8
自行车	n	7.57	8
不如	v	7.57	8
模块	n	7.57	8
房屋	n	7.56	14
气温	n	7.56	10
安排	v	7.55	11
难以	d	7.55	24
气候	n	7.54	32
决策	vn	7.54	7
文章	n	7.54	7
观点	n	7.54	7
当事人	n	7.54	7
矿山	n	7.54	7
调价	vi	7.54	7
上演	v	7.54	6
助攻	vn	7.54	6
相当	d	7.53	22
几乎	d	7.53	24
酒店	n	7.53	9
任务	n	7.53	12
反映	v	7.52	13
编辑	n	7.52	8
热线	n	7.52	6
季度	n	7.52	8
疏散	v	7.52	8
大厦	n	7.51	10
征婚	vi	7.51	10
理由	n	7.51	11
开幕	vi	7.50	8
黄色	n	7.50	7
比如	v	7.50	12
5000	m	7.49	6
20万	m	7.49	6
失去	v	7.49	11
充分	ad	7.48	22
武器	n	7.48	6
回归	v	7.48	6
部署	vn	7.48	6
修改	vn	7.48	6
总经理	n	7.48	6
拒绝	v	7.48	6
蔬菜	n	7.48	6
运作	vn	7.48	6
家属	n	7.48	6
抢救	v	7.48	6
爆发	v	7.48	6
获奖	vn	7.48	6
报警	vi	7.48	6
下属	v	7.48	6
机器	n	7.48	6
数学	n	7.48	6
夺冠	vn	7.48	6
商务	n	7.48	6
生育	vn	7.48	6
列举	v	7.48	6
救治	vn	7.48	6
复出	v	7.48	6
莼菜	n	7.48	6
使得	vi	7.48	9
团队	n	7.48	9
大奖	n	7.47	11
人类	n	7.47	6
份额	n	7.47	10
fISITA	n	7.46	4
市长	n	7.46	16
相应	vi	7.45	9
起亚	nz	7.44	11
庆祝	v	7.44	7
就业	vi	7.44	7
服装	n	7.44	7
职责	n	7.44	7
配置	vn	7.44	7
印象	n	7.44	7
储备	vn	7.44	7
覆盖	v	7.44	7
抓获	v	7.44	7
削减	v	7.44	7
答案	n	7.44	7
延续	v	7.44	7
分辨率	n	7.44	7
闪光灯	n	7.44	7
表达	v	7.44	9
贡献	n	7.44	12
人数	n	7.43	8
思考	v	7.43	8
阳光	n	7.43	8
上映	v	7.43	8
发布会	n	7.43	10
故事	n	7.43	10
发电	vi	7.43	6
专题	n	7.42	17
甚至	d	7.42	42
计划生育	nl	7.41	5
细胞	n	7.41	6
年代	n	7.40	10
天津	ns	7.39	54
行政区	n	7.39	13
指定	vn	7.38	8
个性	n	7.38	8
航运	n	7.38	8
科目	n	7.38	9
投资者持有	n_new	7.38	4
财经大学	n_new	7.38	4
交通管制	n_new	7.38	4
总结	v	7.38	7
图书	n	7.38	7
追究	v	7.38	7
新增	v	7.38	7
供给	v	7.38	7
态势	n	7.38	7
英语	nz	7.38	7
直升机	n	7.38	7
场景	n	7.38	7
出让	v	7.38	7
殴打	v	7.38	14
大巴	n	7.38	7
锁定	v	7.38	7
读者	n	7.38	5
生命	n	7.38	5
城镇	n	7.38	5
展示	v	7.38	5
限制	vn	7.38	5
积累	vn	7.38	5
浪费	v	7.38	5
夺得	v	7.38	5
赠送	v	7.38	5
旅行社	n	7.38	5
联手	vd	7.38	5
策划	v	7.38	5
体验	vn	7.38	5
歌曲	n	7.38	5
钢铁	n	7.38	5
周期	n	7.38	5
描述	v	7.38	5
整改	vn	7.38	5
携手	vd	7.38	5
颜色	n	7.38	5
小品	n	7.38	5
获利	v	7.38	5
经销商	n	7.38	5
嘉宾	n	7.38	5
报价	vn	7.38	5
leon	nz	7.38	5
果菜	n	7.38	5
发审委	n	7.38	5
会展	n	7.38	5
股东	n	7.36	9
数百	m	7.36	5
工厂	n	7.35	9
记住	v	7.35	9
会见	v	7.33	8
笔者	n	7.33	9
退出	v	7.33	9
权限	n	7.33	9
汇率	n	7.33	8
害怕	v	7.33	9
汇款	n	7.33	9
官方	n	7.33	8
起草	v	7.33	8
最佳	z	7.32	56
全球通	n	7.32	7
业内人士	n	7.32	10
经典	n	7.31	9
波动	vn	7.31	9
实践	vn	7.30	6
走向	v	7.30	6
停止	v	7.30	6
为期	vi	7.30	6
活跃	v	7.30	6
派出	v	7.30	6
注册	vn	7.30	6
工程师	n	7.30	6
证据	n	7.30	6
人群	n	7.30	6
库存	n	7.30	6
共享	v	7.30	6
梦想	n	7.30	6
更换	v	7.30	6
厕所	n	7.30	6
考生	n	7.30	6
战绩	n	7.30	6
班主任	n	7.30	6
造假	v	7.30	6
强势	n	7.30	6
格式	n	7.30	6
前夫	n	7.30	6
差距	n	7.29	10
货车	n	7.29	15
担保	v	7.28	9
代理	vn	7.28	9
备案	vi	7.28	9
楼市	n	7.28	9
少年	n	7.28	6
教训	n	7.28	7
拓展	v	7.28	7
布局	v	7.28	7
好转	vi	7.28	7
阴影	n	7.28	7
班	n	7.27	55
安委	n_new	7.26	8
现场	s	7.25	27
说法	n	7.25	10
总统	n	7.24	16
主管	v	7.24	8
主体	n	7.24	8
健全	v	7.24	8
犯罪	vn	7.24	13
补充	vn	7.23	11
局	n	7.23	42
经常	d	7.22	23
习惯	v	7.22	7
泰拳	n	7.22	7
煤	n	7.21	34
考试	vn	7.21	9
用地	n	7.21	9
职工劳动	n_new	7.20	5
仪式	n	7.20	15
国内长途	n_new	7.20	5
费	n	7.19	37
红灯	n	7.19	9
角度	n	7.18	9
风景	n	7.18	10
登高	vi	7.17	8
努力	ad	7.17	19
领取	v	7.16	14
迅速	ad	7.14	16
施工	vn	7.11	9
商	vg	7.06	53
控	v	7.02	34
门	n	6.96	25
管理局	n	6.91	16
重点	d	6.88	18
设立	v	6.87	11
结算	vn	6.87	11
更加	d	6.86	17
500	m	6.85	17
金	ng	6.85	31
截至	v	6.83	22
60	m	6.83	21
接	v	6.82	45
部队	n	6.77	10
管委会	n	6.77	12
正常	a	6.75	13
巴萨	nrf	6.74	16
规避	v	6.74	13
严格	ad	6.73	21
滨海	n	6.72	59
透过	v	6.70	7
婚介	n	6.70	7
指出	v	6.70	18
贺岁	v	6.68	30
具体	a	6.68	17
稳定	a	6.67	20
王	nr1	6.66	41
7	m	6.66	68
手球	n	6.65	5
座位	n	6.64	7
循环	vn	6.64	7
数	n	6.64	37
指	v	6.64	27
队	n	6.62	30
回忆	vn	6.61	5
对抗	vn	6.61	5
高手	n	6.61	5
东风	n	6.61	12
数码	n	6.61	9
效率	n	6.60	10
2007年	t	6.59	26
审批	vn	6.59	15
体现	v	6.58	8
船员	n	6.58	8
爸爸	n	6.58	7
亮相	vi	6.58	7
招生	vi	6.58	23
注	v	6.57	37
15	m	6.55	26
家电	n	6.54	7
集资	vi	6.54	11
原有	v	6.53	8
演练	v	6.53	8
发言人	n	6.53	11
测试	vn	6.52	8
直到	v	6.51	9
典礼	n	6.51	13
依法	d	6.51	22
理念	n	6.50	12
奇迹	n	6.50	10
排	v	6.50	41
中方	n	6.50	6
学会	v	6.50	6
首都	n	6.50	4
强化	v	6.50	4
威胁	vn	6.50	4
清理	v	6.50	4
老百姓	n	6.50	4
缺少	v	6.50	4
大赛	vn	6.50	8
火箭	n	6.50	4
油价	n	6.50	8
指挥部	n	6.50	4
自称	v	6.50	4
严查	v	6.50	4
猫腻	nz	6.50	4
机	ng	6.48	30
城区	n	6.48	9
厂家	n	6.48	6
战争	n	6.48	7
感受	v	6.48	7
网点	n	6.48	7
包含	v	6.48	7
大华	nz	6.48	14
拉	v	6.47	31
很多	m	6.46	47
越来越	d	6.46	26
背景	n	6.45	11
开工	vi	6.44	8
进口车	n	6.44	9
演唱会	n	6.43	9
途径	n	6.43	6
人大代表	n	6.43	6
列入	v	6.43	6
开采	v	6.43	6
声称	v	6.43	6
侵权	vn	6.43	6
接种	v	6.43	6
稿件	n	6.42	5
低调	n	6.42	5
时刻	n	6.42	7
以为	v	6.42	7
过渡	vi	6.42	7
营业	vn	6.42	7
反弹	vi	6.42	7
围观	vi	6.42	7
特征	n	6.42	7
框架	n	6.39	5
步入	v	6.39	5
编制	v	6.39	7
卫生局	n	6.38	8
l24F09	n	6.38	8
5800	m	6.38	8
风情	n	6.37	11
率	v	6.37	30
太阳	n	6.37	6
利率	n	6.36	8
引入	v	6.36	8
味道	n	6.36	8
素质	n	6.36	5
科研	n	6.35	5
儿童	n	6.35	5
声明	n	6.35	5
研制	v	6.35	5
飞机	n	6.35	5
现有	v	6.35	5
查处	v	6.35	5
决赛	vn	6.35	5
大国	n	6.35	5
住宅	n	6.35	5
热点	n	6.35	5
总数	n	6.35	5
志愿者	n	6.35	5
国企	n	6.35	5
一体化	vn	6.35	5
缓解	v	6.35	5
日报	n	6.35	5
打开	v	6.35	5
障碍	n	6.35	5
生意	n	6.35	5
课程	n	6.35	5
交给	v	6.35	5
消化	vn	6.35	5
打算	v	6.35	5
崛起	vn	6.35	5
区别	n	6.35	5
年级	n	6.35	5
同事	n	6.35	5
海域	n	6.35	5
看好	v	6.35	5
事宜	n	6.35	5
认可	vi	6.35	5
挑选	vn	6.35	5
督促	v	6.35	5
层面	n	6.35	5
携带	v	6.35	5
小孩	n	6.35	5
主流	n	6.35	5
花费	v	6.35	5
停车	vn	6.35	5
不到	v	6.35	5
烟草	n	6.35	5
备战	vi	6.35	5
房价	n	6.35	5
回应	vn	6.35	5
课题组	n	6.35	5
进出	v	6.35	5
口味	n	6.35	5
防护	v	6.35	5
删除	v	6.35	5
钢管	n	6.35	5
数理	n	6.35	5
批次	n	6.35	5
变速箱	n	6.35	5
顶级	n	6.35	5
取景	vi	6.35	5
短片	n	6.35	5
量	n	6.35	40
赛	vn	6.35	33
禁区	n	6.34	3
特长生	n	6.34	3
锦上添花	vl	6.34	3
货币	n	6.33	13
如下	vn	6.33	10
手续	n	6.32	7
增长率	n	6.32	7
矿产	n	6.32	7
市场化	vn	6.32	7
步行街	n	6.32	7
暴徒	n	6.32	14
广播	vn	6.32	5
退役	vi	6.32	5
编辑部	n	6.32	5
满意	v	6.31	6
音乐	n	6.31	6
转移	vn	6.31	6
人民政府	nl	6.31	6
研究员	n	6.31	6
记载	v	6.31	6
职称	n	6.31	6
应急	vn	6.31	6
降温	vn	6.31	6
准入	vn	6.31	12
年薪	n	6.31	6
声音	n	6.31	12
出去	vf	6.31	9
特使	n	6.30	8
身份证	n	6.30	8
马路	n	6.28	9
彻底	ad	6.27	16
主动	ad	6.27	11
构成	v	6.26	7
街道	n	6.26	7
超出	v	6.26	7
负担	n	6.25	9
颁奖	vn	6.25	12
进去	vf	6.25	8
证实	v	6.25	8
军事	n	6.24	6
流通	vn	6.24	6
打破	v	6.24	6
医生	n	6.24	6
兄弟	n	6.24	6
题材	n	6.24	6
导演	n	6.24	6
家人	n	6.24	6
硕士	n	6.24	6
过剩	vi	6.24	12
我市	n	6.24	6
经纪人	n	6.24	6
折扣	n	6.24	6
女友	n	6.24	6
国文	n	6.24	6
类似	a	6.24	15
情节	n	6.24	9
保利	nz	6.23	11
店	n	6.23	36
农业	n	6.22	4
部长	n	6.22	4
妇女	n	6.22	4
引导	v	6.22	4
面向	v	6.22	4
全体	n	6.22	4
胜利	vi	6.22	4
文件	n	6.22	4
错误	n	6.22	4
协商	v	6.22	4
主办	v	6.22	4
指挥	v	6.22	4
家乡	n	6.22	4
员工	n	6.22	4
民间	n	6.22	8
对待	v	6.22	4
得以	v	6.22	4
协助	vn	6.22	4
打工	vi	6.22	4
子女	n	6.22	4
心情	n	6.22	4
债券	n	6.22	4
全世界	n	6.22	4
情绪	n	6.22	8
公款	n	6.22	4
询问	v	6.22	4
大师	n	6.22	4
奥运会	n	6.22	4
指责	v	6.22	4
期望	vn	6.22	4
收获	v	6.22	4
买卖	vn	6.22	4
筹备	v	6.22	4
深受	v	6.22	4
建造	v	6.22	4
差异	n	6.22	4
士兵	n	6.22	4
商家	n	6.22	4
会同	v	6.22	4
蔓延	vi	6.22	4
人文	n	6.22	4
信用	n	6.22	4
限额	n	6.22	4
起诉	v	6.22	4
重返	v	6.22	4
老伴	n	6.22	8
渔船	n	6.22	8
春运	n	6.22	4
发动机	n	6.22	4
改建	v	6.22	4
抢劫	v	6.22	8
伪造	v	6.22	4
模型	n	6.22	4
规格	n	6.22	4
看病	vi	6.22	4
坚信	v	6.22	4
青睐	vn	6.22	4
包围	v	6.22	4
黑色	n	6.22	4
需求量	n	6.22	4
担忧	vn	6.22	4
谈论	v	6.22	4
城市化	v	6.22	4
影响力	n	6.22	4
打响	v	6.22	4
核实	vn	6.22	4
执教	vi	6.22	4
站点	n	6.22	8
预言	v	6.22	4
露天	n	6.22	4
场馆	n	6.22	4
施政	v	6.22	4
董事会	n	6.22	4
球场	n	6.22	4
并列	v	6.22	4
股价	n	6.22	4
疑惑	vn	6.22	4
保养	vn	6.22	4
盘面	n	6.22	4
母公司	n	6.22	4
添加	v	6.22	4
访谈	vn	6.22	4
赔付	v	6.22	4
闯进	v	6.22	4
足协	n	6.22	4
打球	vi	6.22	4
报批	v	6.22	4
店家	n	6.22	4
保送生	n	6.22	4
现货	n	6.22	4
商船	n	6.22	4
球手	n	6.22	4
居留权	n	6.22	4
厌恶	v	6.22	4
室友	n	6.22	4
完	vi	6.21	29
谈及	v	6.20	5
投机	vn	6.19	8
卫生	an	6.19	19
蜗居	v	6.19	3
之前	f	6.18	33
曾经	d	6.18	19
权	n	6.18	83
杠杆	n	6.18	8
四五	m	6.17	4
几十	m	6.17	4
足球	n	6.17	8
活力	n	6.17	8
天下	n	6.17	8
浮动	vn	6.17	8
效果	n	6.16	7
检验	vn	6.16	7
失败	vi	6.16	7
纠纷	n	6.16	7
法官	n	6.16	7
12	m	6.16	22
检察院	n	6.16	9
务实	vn	6.16	10
交	v	6.16	31
课本	n	6.13	10
两岸	n	6.13	5
抓住	v	6.13	5
掌握	v	6.13	5
追求	v	6.13	5
迎接	v	6.13	5
交往	vn	6.13	5
荣誉	n	6.13	5
文字	n	6.13	5
行使	v	6.13	10
精力	n	6.13	5
现金	n	6.13	5
投产	vi	6.13	5
航天	n	6.13	5
志愿	n	6.13	5
延伸	v	6.13	5
药物	n	6.13	5
摩托车	n	6.13	5
角色	n	6.13	5
关闭	v	6.13	5
节省	v	6.13	5
栏目	n	6.13	5
大火	n	6.13	5
涉嫌	v	6.13	5
辅导	vn	6.13	5
征集	vn	6.13	5
借助	v	6.13	5
乘坐	v	6.13	5
细节	n	6.13	5
转型	v	6.13	5
巡逻	vn	6.13	5
退还	v	6.13	5
沪市	n	6.13	5
下车	vi	6.13	5
相差	v	6.13	5
动工	vi	6.13	5
奥运	n	6.13	5
测评	vn	6.13	5
怀孕	vi	6.13	5
门槛	n	6.13	5
特许	v	6.13	5
演技	n	6.13	5
快递	v	6.13	5
运用	vn	6.13	6
见到	v	6.13	6
要素	n	6.13	6
记录	n	6.13	6
得知	v	6.13	6
爱好	n	6.13	6
标准化	vn	6.13	6
撤离	v	6.13	6
人流	n	6.13	6
放弃	v	6.11	9
不再	d	6.11	20
三高	nz	6.11	4
中共	n	6.11	13
总额	n	6.11	21
快速	d	6.11	20
逐渐	d	6.11	18
节约	v	6.10	7
重新	d	6.09	19
动员	v	6.08	8
房间	n	6.08	8
自动	d	6.07	27
25	m	6.06	17
授课	vn	6.06	8
9	m	6.06	32
所谓	v	6.06	6
承受	v	6.06	6
真相	n	6.06	6
追逐	v	6.06	6
事发	vi	6.06	6
需	v	6.05	24
通告	n	6.04	7
基准	n	6.04	7
100万	m	6.03	5
劳动	vn	6.03	11
管	v	6.02	59
南航	n	6.01	15
批复	v	5.99	14
摄影	vi	5.99	6
设想	vn	5.99	6
足坛	n	5.99	6
调	v	5.98	22
价	n	5.97	37
光	n	5.96	31
观察	v	5.96	9
药品	n	5.96	11
jPEG	n	5.95	3
四十	m	5.95	3
1.3万	m	5.95	3
三十	m	5.95	3
五十	m	5.95	3
2010	m	5.95	3
百万	m	5.95	3
4288×2848	m	5.95	3
共同	b	5.95	25
办法	n	5.95	7
元首	n	5.94	7
暴力	n	5.94	8
出路	n	5.94	8
分局	n	5.94	8
全力以赴	vl	5.94	4
周刊	n	5.90	13
遗产	n	5.89	10
20	m	5.86	26
秘书长	n	5.85	12
持有	v	5.85	7
不足	an	5.84	16
2000万	m	5.84	4
4500万	m	5.84	4
第九	m	5.84	4
第十	m	5.84	4
二百	m	5.84	4
健康	an	5.83	16
科学	a	5.81	16
自由	a	5.80	16
确实	ad	5.79	10
收	v	5.78	21
再度	d	5.76	14
同样	d	5.75	18
老蒋	nr	5.74	21
刚刚	d	5.73	15
自行	d	5.70	18
持	v	5.70	26
先后	d	5.70	21
身	ng	5.67	19
120	m	5.67	8
央行	n	5.62	7
大型	b	5.61	26
招商	vn	5.59	5
购房	vn	5.56	9
最低	a	5.54	15
星期	n	5.53	10
中央政府	n	5.51	6
