Word	Part-Of-Speech	Weight	Frequency
dapp	x	2.47	20
侧	ng	2.47	9
识字	vn	2.46	7
测	v	2.46	8
圣	ng	2.46	8
talktalk	n	2.46	4
sLicenseCode	n	2.46	4
repeatFile.txt	n	2.46	4
剑	n	2.46	7
恐怕	d	2.45	5
强行	d	2.45	5
丨	n	2.45	6
舞	n	2.45	6
初创	vi	2.45	15
FAILED	v	2.45	13
日渐	d	2.45	8
隆重	ad	2.44	5
杂谈	n	2.44	5
大力	d	2.44	7
钩	n	2.44	9
find	v	2.43	2
阵	ng	2.43	6
game	n	2.43	4
应有	v	2.43	4
project	n	2.43	2
列入	v	2.43	2
激烈	a	2.43	4
生动	a	2.43	4
separated	vd	2.43	8
严厉	ad	2.43	2
落成	vi	2.43	2
系统工程	nl	2.43	4
敬爱	v	2.43	4
勤奋	an	2.43	4
乐趣	n	2.43	4
paragraph	n	2.43	2
user	n	2.43	2
派别	n	2.43	8
客轮	n	2.43	2
起火	vi	2.43	4
波涛	n	2.43	2
家伙	n	2.43	4
操作性	n	2.43	2
寓教于乐	vl	2.43	2
异国他乡	nl	2.43	4
容积	n	2.43	4
篮子	n	2.43	4
匹敌	vi	2.43	2
透镜	n	2.43	2
立体化	v	2.43	2
degenerate	vf	2.43	4
关	nr1	2.43	10
官	n	2.43	10
HSK	x	2.43	18
资深	b	2.43	19
毫无疑问	dl	2.43	7
日子	n	2.43	11
随	v	2.43	7
含	v	2.43	7
迎	v	2.43	7
bbs.tianya.cn	n	2.43	40
隔	vn	2.42	12
注	v	2.41	8
板	ng	2.41	8
表	n	2.41	13
品	ng	2.41	14
脸	n	2.41	10
螃蟹	n	2.40	3
方针	n	2.40	1
SAFETY	n	2.40	1
大家庭	n	2.40	1
先锋	n	2.40	2
视线	n	2.40	1
口袋	n	2.40	1
白条	n	2.40	1
加油站	n	2.40	2
功底	n	2.40	1
不以为然	vl	2.40	1
四两拨千斤	vl	2.40	1
名品	n	2.40	4
大力神	nz	2.40	1
前科	n	2.40	1
代名词	n	2.40	1
蜗牛	n	2.40	1
冷板凳	nl	2.40	1
砍价	v	2.40	1
盲人摸象	vl	2.40	1
背靠背	vi	2.40	1
北极星	n	2.40	1
库兹涅佐夫	nrf	2.40	27
搭	v	2.39	31
满	a	2.39	25
怕	v	2.39	7
current	a	2.38	16
纵队	n	2.38	26
格	n	2.37	9
盖	v	2.37	10
诸多	m	2.36	20
蹭	vi	2.36	9
失望	an	2.36	5
2018	m	2.35	24
fn_vScanFiles	n	2.35	12
\n	n	2.35	34
性	k	2.34	69
吸	v	2.33	12
王	n	2.33	7
media	n	2.33	4
dy.163.com	n	2.31	7
stopping	vi	2.31	16
首	m	2.30	145
lJDupRemover	x	2.30	10
认真	a	2.29	6
获悉	v	2.29	6
5000	m	2.29	10
几十	m	2.29	17
十四五	m	2.27	12
国外	s	2.26	18
之中	f	2.26	8
刚	d	2.25	22
result.xml	n	2.25	14
BCFT	x	2.25	6
远程	b	2.24	6
孔	n	2.24	46
保	v	2.24	14
10月	新增	2.24	4
日常	b	2.24	9
true	a	2.23	33
母	ng	2.23	12
院	n	2.22	26
手里	s	2.21	7
libra	a	2.21	31
南部	f	2.21	5
永久	b	2.21	5
k.sina.com.cn	n	2.21	11
第八	m	2.21	5
二十	m	2.21	5
煤	n	2.20	5
destroy	v	2.20	16
自行	d	2.20	5
陌生	a	2.20	14
德国	nsf	2.20	28
网上	s	2.19	14
割	v	2.19	7
星	n	2.19	14
广大	b	2.19	6
专项	b	2.19	6
踩	v	2.19	14
国产	b	2.19	81
边	d	2.18	24
cannot	n	2.18	6
title	n	2.17	333
疫	ng	2.17	5
腿	n	2.17	4
室	n	2.17	4
无数	m	2.16	8
john	nz	2.16	2
history	n	2.16	2
北大	n	2.16	2
服装	n	2.16	2
签订	v	2.16	2
财务	n	2.16	2
产量	n	2.16	2
anchor	nr1	2.15	2
调动	v	2.15	2
感情	n	2.15	4
承认	v	2.15	2
source	n	2.15	332
汇报	v	2.15	2
一体化	vn	2.15	2
省长	n	2.15	2
百姓	n	2.15	2
探讨	v	2.15	2
着眼	vi	2.15	2
拍摄	v	2.15	2
考验	vn	2.15	4
涌现	v	2.15	2
site	n	2.15	332
意志	n	2.15	2
confidence	n	2.15	4
倾向	v	2.15	2
出路	n	2.15	2
double	njtgj	2.15	2
喜爱	vn	2.15	4
整治	v	2.15	2
步骤	n	2.15	2
领导者	n	2.15	2
利于	v	2.15	2
突破口	n	2.15	2
心血	n	2.15	2
便是	v	2.15	2
承办	v	2.15	4
翻译	vn	2.15	2
信仰	vn	2.15	2
节省	v	2.15	2
意愿	n	2.15	2
军民	n	2.15	4
钢铁	n	2.15	2
乒乓球	n	2.15	4
都市	n	2.15	2
备忘录	n	2.15	2
特有	v	2.15	2
争端	n	2.15	2
心目	n	2.15	2
日程	n	2.15	2
指明	v	2.15	2
乘坐	v	2.15	2
取缔	v	2.15	2
特长	n	2.15	2
指南	n	2.15	4
运送	v	2.15	2
指挥部	n	2.15	2
捍卫	v	2.15	2
抬头	vi	2.15	4
不止	v	2.15	2
念头	n	2.15	2
返还	v	2.15	2
重中之重	nl	2.15	2
东道主	n	2.15	2
不到	v	2.15	2
老兵	n	2.15	2
权威性	n	2.15	2
担忧	v	2.15	2
参照	vn	2.15	2
侧重	v	2.15	2
部件	n	2.15	2
buffer	n	2.15	16
面世	vi	2.15	2
银牌	n	2.15	4
腾出	v	2.15	2
教育界	n	2.15	2
抛售	v	2.15	2
航道	n	2.15	2
初衷	n	2.15	2
寄予	v	2.15	2
原子弹	n	2.15	2
结局	n	2.15	2
侵占	v	2.15	4
胜负	n	2.15	2
讲授	v	2.15	2
杀人	vi	2.15	2
升值	vi	2.15	2
透视	vn	2.15	4
局限性	n	2.15	2
将领	n	2.15	2
办公厅	n	2.15	2
元帅	n	2.15	2
以期	v	2.15	2
联谊会	n	2.15	2
自称	v	2.15	2
提炼	v	2.15	2
相比之下	vl	2.15	2
下海	vi	2.15	2
calculator	n	2.15	2
塔利班	nz	2.15	2
阴谋	n	2.15	2
搬家	vi	2.15	2
造船	vn	2.15	2
俄方	n	2.15	2
木星	n	2.15	2
总领事	n	2.15	4
困难重重	vl	2.15	2
离不开	v	2.15	2
手头	n	2.15	2
样板	n	2.15	2
盛况	n	2.15	2
自卫	vn	2.15	2
就绪	vi	2.15	2
美称	n	2.15	2
证监会	n	2.15	2
代码	n	2.15	2
缩减	v	2.15	2
只用	v	2.15	2
姊妹	n	2.15	2
兵法	n	2.15	2
欠款	n	2.15	2
西洋	n	2.15	2
从无到有	vl	2.15	2
探访	v	2.15	2
通讯社	n	2.15	2
逃逸	vi	2.15	2
原地	n	2.15	4
改动	v	2.15	4
消亡	vi	2.15	2
阶梯	n	2.15	4
缠身	v	2.15	2
学部	n	2.15	2
时段	n	2.15	2
骑士	n	2.15	2
年鉴	n	2.15	4
遥遥领先	vl	2.15	2
汉学	n	2.15	4
月刊	n	2.15	2
坐等	v	2.15	2
步履维艰	vl	2.15	2
哺乳动物	nl	2.15	2
补丁	n	2.15	2
寥寥无几	vl	2.15	2
能耗	n	2.15	2
推波助澜	vl	2.15	2
终极	n	2.15	4
授信	vn	2.15	2
保护伞	n	2.15	2
抄袭	v	2.15	2
半成品	n	2.15	2
脸面	n	2.15	2
掉头	vi	2.15	2
推陈出新	vl	2.15	2
了结	v	2.15	2
万事	n	2.15	2
分片	v	2.15	2
开销	n	2.15	2
名存实亡	vl	2.15	2
延迟	vn	2.15	2
产业链	n	2.15	2
格式	n	2.15	2
跑步	vd	2.15	2
毋庸置疑	vl	2.15	2
开班	v	2.15	2
市面	n	2.15	2
休整	v	2.15	2
捕获	v	2.15	2
重合	vi	2.15	2
战史	n	2.15	4
开裂	v	2.15	4
人和	n	2.15	2
小伙伴	n	2.15	4
变现	v	2.15	2
倾向性	n	2.15	2
构件	n	2.15	4
良苦用心	nl	2.15	2
一般说来	vl	2.15	2
富翁	n	2.15	4
疆域	n	2.15	2
配给	v	2.15	2
集装箱船	n	2.15	2
高年级	n	2.15	2
口罩	n	2.15	2
箱体	n	2.15	2
岛国	n	2.15	4
带宽	n	2.15	2
公海	n	2.15	2
检查员	n	2.15	2
孔洞	n	2.15	2
天时地利	nl	2.15	2
两委	n	2.15	2
港股	n	2.15	2
沉降	vn	2.15	2
热电厂	n	2.15	2
飞行器	n	2.15	2
重载	v	2.15	2
创建者	n	2.15	2
言外之意	nl	2.15	2
学习热	n	2.15	4
联社	n	2.15	2
前脚	n	2.15	2
图说	n	2.15	2
破船	n	2.15	2
鸡毛	n	2.15	2
路线图	n	2.15	2
启航	vi	2.15	2
贵金属	n	2.15	2
确定性	n	2.15	2
译作	n	2.15	2
明理	v	2.15	2
新闻社	n	2.15	2
高歌猛进	vl	2.15	2
赏金	n	2.15	2
游侠	n	2.15	2
缓冲器	n	2.15	2
轮机	n	2.15	2
punk	n	2.15	4
mango	vf	2.15	2
多谢	v	2.15	2
互殴	v	2.15	2
狂言	n	2.15	4
专区	n	2.15	2
官长	n	2.15	2
地勤	n	2.15	2
夹角	n	2.15	2
核子	n	2.15	2
海春	nz	2.15	2
弧光	n	2.15	2
扫雷舰	n	2.15	2
新兴	b	2.15	9
词语	词性	2.15	7
钥匙	n	2.15	9
后悔	v	2.15	7
invalid	n	2.14	8
routine	n	2.14	41
升	v	2.14	6
block	n	2.14	5
传奇	n	2.14	5
卖掉	v	2.14	5
姚辉	nr	2.13	11
烧	vi	2.13	5
惊	v	2.13	5
炮	n	2.13	5
常见	a	2.13	20
农村	n	2.13	11
价	n	2.13	10
眼	n	2.13	28
实	ad	2.12	25
之外	f	2.12	23
封	v	2.12	5
遇	v	2.12	5
儿	ng	2.12	5
web	n	2.11	10
世	ng	2.11	10
振兴	vn	2.11	3
大学生	n	2.11	3
乡村	n	2.11	3
structure	n	2.11	3
路子	n	2.11	3
国防部长	n	2.11	3
道理	n	2.11	3
watch	v	2.11	3
率领	v	2.11	3
女性	n	2.11	3
战役	n	2.11	3
david	nz	2.11	3
贴近	v	2.11	3
同类	n	2.11	3
描绘	v	2.11	3
顺应	v	2.11	3
原定	v	2.11	3
后代	n	2.11	3
祖先	n	2.11	3
征服	v	2.11	3
红旗	n	2.11	3
低谷	n	2.11	6
少将	n	2.11	3
武装部队	nl	2.11	3
就读	vi	2.11	3
标签	n	2.11	3
价位	n	2.11	3
marcus	nz	2.11	3
中资	n	2.11	3
荣耀	nz	2.11	6
弹性	n	2.11	6
萌生	v	2.11	3
浏览器	n	2.11	3
冲击波	n	2.11	3
visa	n	2.11	3
波折	n	2.11	3
界线	n	2.11	3
获益	vi	2.11	3
前行	v	2.11	3
不用说	vl	2.11	3
系统化	v	2.11	3
对冲	vn	2.11	3
自欺欺人	vl	2.11	3
急转直下	vl	2.11	3
当量	n	2.11	3
船台	n	2.11	3
类比	vi	2.11	3
眼红	v	2.11	3
妖魔	n	2.11	6
纯种	n	2.11	3
2019年	t	2.11	19
委	ng	2.11	11
梭	ng	2.11	9
裔	nr1	2.10	10
EOS	a	2.09	8
猿	ng	2.09	10
酒	n	2.09	7
公	ng	2.09	23
printf	n	2.08	157
有时候	d	2.08	7
选	v	2.08	6
涯	ng	2.08	6
吐	v	2.08	10
近海	s	2.08	9
歌	vg	2.07	4
ABCD	x	2.07	12
毛	nr1	2.07	4
鱼	n	2.07	4
结	v	2.07	4
补	v	2.07	4
踏	v	2.07	8
举	v	2.07	4
弄	v	2.07	4
鸡	n	2.07	4
刀	n	2.07	4
脑	n	2.07	4
鸭	ng	2.07	4
陆	ng	2.07	4
渣	ng	2.07	4
秘	ng	2.07	4
质	ng	2.07	13
集	vg	2.07	7
捧	v	2.06	9
亲自	d	2.06	4
料	n	2.05	13
人民网	nt	2.05	11
培	v	2.05	10
递增	vi	2.05	4
企事业	n	2.05	4
改编	v	2.05	4
必要性	n	2.05	4
稳定性	n	2.05	4
结晶	n	2.05	4
共鸣	vn	2.05	4
海事	n	2.05	4
碎片	n	2.05	4
带到	v	2.05	4
兰特	n	2.05	4
教育学	n	2.05	4
相知	v	2.05	4
节气	n	2.05	4
多角度	n	2.05	4
一般而言	vl	2.05	4
跃起	v	2.05	4
鸿沟	n	2.05	4
.log	n	2.05	7
赴	v	2.04	5
居	v	2.04	5
冲	v	2.04	5
伤	v	2.04	5
油	n	2.04	5
输	v	2.04	5
参	vg	2.04	5
浮	v	2.04	5
籍	ng	2.04	5
删	v	2.04	5
立	v	2.04	6
挣	vi	2.04	6
授	vg	2.04	6
诺	ng	2.04	6
make	v	2.04	16
争	ng	2.03	14
黄	nr1	2.03	7
播	v	2.03	7
两栖	b	2.03	16
全力	d	2.03	7
5	m	2.03	57
击	vg	2.02	46
以外	f	2.02	15
树	n	2.01	7
评	v	2.01	7
互相	d	2.01	5
多多	d	2.01	5
无疑	d	2.00	6
组成部分	nl	2.00	5
大师	n	2.00	10
入手	vi	2.00	5
TYT	x	2.00	24
日新月异	vl	2.00	5
破裂	vi	2.00	5
关键字	n	2.00	5
上方	f	2.00	6
撤	v	2.00	12
闯	v	2.00	6
鬼	n	2.00	6
贴	v	1.99	12
反正	d	1.99	7
轻型	b	1.99	17
炸	v	1.99	11
例	n	1.98	10
定期	d	1.98	3
从未	d	1.98	3
整整	d	1.98	3
尽可能	d	1.98	3
从小	d	1.98	3
起码	d	1.98	3
中途	d	1.98	3
屡屡	d	1.98	3
全天候	d	1.98	3
就算	d	1.98	3
配	v	1.98	8
混	v	1.98	8
怒	vg	1.98	8
之下	f	1.98	17
宝贵	a	1.98	4
物	ng	1.97	15
超	h	1.97	29
鹞	ng	1.97	5
身影	n	1.96	6
雷	n	1.95	7
额外	b	1.95	8
率先	d	1.95	4
真是	d	1.95	4
迄今为止	dl	1.95	4
立刻	d	1.95	4
恰恰	d	1.95	4
时常	d	1.95	4
好不容易	dl	1.95	4
即时	d	1.95	4
exit	a	1.93	14
导	vg	1.93	13
爱国	a	1.93	5
孔敬孔院	nr	1.93	20
运	v	1.93	8
stored	n	1.93	7
如下	vi	1.93	7
机电	b	1.93	6
模样	n	1.93	7
三级	b	1.93	6
怼	n	1.92	6
finance.ifeng.com	n	1.92	9
publish_time	n	1.92	332
crawler_time	n	1.92	332
lingceed.com	n	1.92	1
baby.ifeng.com	n	1.92	3
article_3164957712_bca56c1002001gv6k.html	n	1.92	1
article_3057540037_b63e5bc502000xc8u.html	n	1.92	1
news.sina.com.cn	n	1.92	4
ikqciyzk7265289.shtml	n	1.92	1
ikqciyzk7386084.shtml	n	1.92	1
finance.sina.com.cn	n	1.92	4
ikqciyzk8416052.shtml	n	1.92	1
article_5137261048_1323461f802000z55t.html	n	1.92	1
gGDJHPAV0029950B.html	n	1.92	1
www.163.com	n	1.92	15
gGOTC2UH055283PR.html	n	1.92	1
gH1F47A30534KRZJ.html	n	1.92	1
gH400IHI0534KRZJ.html	n	1.92	1
gHH2HBAR0514TTKT.html	n	1.92	1
gHJSDUFR0519QIKK.html	n	1.92	1
gHLMIK1R0514R9L4.html	n	1.92	1
cmsid	n	1.92	3
fernando	n	1.92	1
navasero	n	1.92	1
bautista	n	1.92	1
www.eol.cn	n	1.92	1
biz.ifeng.com	n	1.92	1
i.ifeng.com	n	1.92	6
tech.ifeng.com	n	1.92	2
chainalysis	n	1.92	2
ty1992wb	n	1.92	4
no22	n	1.92	2
zdtl1937	n	1.92	6
yangzhenjun	n	1.92	6
waitingforu	n	1.92	1
history.sohu.com	n	1.92	1
n428573154.shtml	n	1.92	1
LatticeX	n	1.92	1
longHash	n	1.92	1
wanxiang	n	1.92	1
taimeiti	n	1.92	1
salvador	n	1.92	1
relnews	n	1.92	1
ikqciyzm1985692.shtml	n	1.92	1
article_1653603955_628ffe73020015gwu.html	n	1.92	1
ikqcfncc3385848.shtml	n	1.92	1
article_3164957712_bca56c1002001ox6k.html	n	1.92	1
ikqciyzm1918998.shtml	n	1.92	1
mahindra	n	1.92	1
article_3164957712_bca56c1002001oyav.html	n	1.92	1
article_1683472727_6457c1570200157mk.html	n	1.92	1
chinanpogov	n	1.92	1
gHHTHQGT0550B1DU.html	n	1.92	1
coindesk	n	1.92	1
gHK0H11K05118CEK.html	n	1.92	1
gHK8R62405118O92.html	n	1.92	1
gHK94KAS05525SF1.html	n	1.92	1
gHKG3O7B05501HLG.html	n	1.92	1
gHMJN4O50521PKJP.html	n	1.92	1
kantorovich	n	1.92	1
sushiSwp	n	1.92	1
pentoshi	n	1.92	1
bitpush.News	n	1.92	1
gHMNBUKO0519U2CF.html	n	1.92	1
whatsApp	n	1.92	1
disparte	n	1.92	1
gHN0B3400511ROM2.html	n	1.92	1
gHN0OLP80519SM7A.html	n	1.92	1
arbitrum	n	1.92	1
ethereum	n	1.92	1
ledgerprime	n	1.92	1
kulechov	n	1.92	1
stephane	n	1.92	1
gosselin	n	1.92	1
vinetree	n	1.92	1
CryptoKR	n	1.92	1
vivoscreen	n	1.92	2
isNews	n	1.92	2
jZSearch	n	1.92	1
wordFreq	n	1.92	1
keyExtract_In	n	1.92	1
keyExtract.h	n	1.92	3
argc	n	1.92	30
ICTCLAS	n	1.92	4
getKeyWords	n	1.92	4
keyExtract_Ex	n	1.92	1
keyExtract_GetKeyWo	n	1.92	1
KeyExtract_GetFileKeyW	n	1.92	1
linux_c_sample	n	1.92	6
email	n	1.92	16
no.5	n	1.92	8
zhongguancun	n	1.92	8
haidian	n	1.92	8
P.R.C	n	1.92	8
website	n	1.92	8
www.nlpir.org	n	1.92	6
gfn_bScanFiles	n	1.92	6
path.c_str	n	1.92	6
fileDir.size	n	1.92	6
gfn_bReadFile	n	1.92	23
sFilename.c_str	n	1.92	6
memset	n	1.92	6
fileProcess	n	1.92	1
nRealCount	n	1.92	5
sFolderName	n	1.92	2
tstring	n	1.92	2
sFilter	n	1.92	2
LOCATION_REQUIRED	n	1.92	3
DOC_EXTRACT_TYPE_PERSON	n	1.92	3
DOC_EXTRACT_TYPE_LOCATION	n	1.92	3
DOC_EXTRACT_TYPE_ORGANIZATION	n	1.92	3
DOC_EXTRACT_TYPE_ABSTRACT	n	1.92	3
DOC_EXTRACT_TYPE_KEYWORD	n	1.92	3
DOC_EXTRACT_TYPE_MEDIA	n	1.92	3
DOC_EXTRACT_TYPE_AUTHOR	n	1.92	3
DOC_EXTRACT_TYPE_COUNTRY	n	1.92	3
DOC_EXTRACT_TYPE_PROVINCE	n	1.92	3
DOC_EXTRACT_TYPE_FOOD	n	1.92	3
DOC_EXTRACT_TYPE_TRANS	n	1.92	3
apps	n	1.92	3
DOC_EXTRACT_TYPE_APPS	n	1.92	3
fTime	n	1.92	3
lTime	n	1.92	3
CLOCKS_PER_SEC	n	1.92	3
bytes\n	n	1.92	3
sContent.size	n	1.92	3
nFuncRequired	n	1.92	1
ALL_REQUIRED	n	1.92	1
typedef	n	1.92	2
entity_list	n	1.92	1
DOC_EXTRACT_TYPE_COUNT	n	1.92	1
DOC_EXTRACT_TYPE_MAX_LENGTH	n	1.92	1
DOC_EXTRAXT_RESULT	n	1.92	1
dE_ComputeSentiment	n	1.92	1
lastest	n	1.92	3
classifier_in	n	1.92	1
lJClassifier.h	n	1.92	2
configure.xml	n	1.92	1
slicence	n	1.92	1
nLPIR.log	n	1.92	1
nLPIR.h	n	1.92	4
stdio.h	n	1.92	4
string.h	n	1.92	4
sResult.c	n	1.92	5
gfn_bSplit	n	1.92	5
vsItems.size	n	1.92	5
sDetail	n	1.92	5
sDetail.c	n	1.92	5
quit..	n	1.92	4
getchar	n	1.92	4
classifier_ex	n	1.92	1
classifies	n	1.92	2
initSentiClfData	n	1.92	1
clfdata.WordNum	n	1.92	1
trainset	n	1.92	1
labelset	n	1.92	1
initTextClf	n	1.92	1
sUBRULE1	n	1.92	2
input锛孖t	n	1.92	1
sDatatyp	n	1.92	1
sUBRULE2	n	1.92	1
sUBRULE3	n	1.92	1
classifier_setsimth	n	1.92	1
theDlg	n	1.92	1
m_SliderSim.GetPos	n	1.92	1
sErrorMsg	n	1.92	5
document’s	n	1.92	2
summary.user	n	1.92	1
cluster_Exit	n	1.92	1
gfn_vReplaceSubstr	n	1.92	7
cLUS_GetLatestResul	n	1.92	1
cluster.user	n	1.92	1
lJSentimentAnalysi	n	1.92	2
youself	n	1.92	1
dict	n	1.92	1
test.txt	n	1.92	3
getFileSent	n	1.92	1
EMOTION_SORROW	n	1.92	1
libLJSentimentAnalysis	n	1.92	1
t.so	n	1.92	1
lJWFaccording	n	1.92	1
nLPIR.dll	n	1.92	1
libNLPIR.so.and	n	1.92	1
output鈥 	n	1.92	1
bigrams.xls	n	1.92	1
freqSortByWord.xls	n	1.92	1
freqTrans.xls	n	1.92	1
nLPIR_FileProcess	n	1.92	1
news.ifeng.com	n	1.92	2
mil.ifeng.com	n	1.92	2
worldlook	n	1.92	7
zzga7750	n	1.92	1
sjxuhuan	n	1.92	1
yH790214	n	1.92	1
zbdh1456	n	1.92	1
outseachina	n	1.92	1
zhuhuijiejx	n	1.92	1
gobibuto	n	1.92	4
no05	n	1.92	1
gerald·R·	n	1.92	1
ikqcfncc1788319.shtml	n	1.92	1
zhengming	n	1.92	2
ikqcfncc1860745.shtml	n	1.92	1
ikqciyzm0572335.shtml	n	1.92	1
article_1357093700_m50e39b44033011euj.html	n	1.92	1
article_7517400647_1c0126e47059019iic.html	n	1.92	1
ikqciyzm2206868.shtml	n	1.92	1
article_7523636897_1c07196a1001012kg7.html	n	1.92	1
article_cambrian	n	1.92	1
gGUSNK6F0001899O.html	n	1.92	1
gH2BDBKM0515DHOR.html	n	1.92	1
gHL48VRE0525MBSI.html	n	1.92	1
gHM5C3M4055271TC.html	n	1.92	1
gHM6P79C05529C6M.html	n	1.92	1
gHMAEESI05129QAF.html	n	1.92	1
gHMTAG8V0543OQY3.html	n	1.92	1
877YtSuGs0A	n	1.92	1
凝心聚力	vl	1.92	1
中国日报网	ntot	1.92	1
87WKDHJdEPH	n	1.92	1
88FrAHqrdvU	n	1.92	1
董事会秘书	n_new	1.92	1
88FzE3IHyau	n	1.92	1
88IPIzPN55z	n	1.92	1
88M2YIxblAu	n	1.92	1
88QWIk5VSeW	n	1.92	1
88dsmf5CJ4V	n	1.92	1
99939250	n	1.92	3
新闻发布会	n_new	1.92	2
施策	vn	1.92	1
维度	nr2	1.92	2
光明网	ntz	1.92	1
知名品牌	n_new	1.92	1
募集资金	n_new	1.92	3
薪酬	n_new	1.92	1
180d59c4f02001fbu0	n	1.92	1
1323461f802000z42t	n	1.92	1
65928d0f02002fhvc	n	1.92	1
南开大学	n_new	1.92	2
庆熙	nr2	1.92	1
轨道交通	n_new	1.92	1
竹笛	nr2	1.92	2
网络直播	n_new	1.92	2
3g.163.com	n	1.92	2
7月16日-20日	n	1.92	1
20210716A0EPQD00	n	1.92	1
20210723	n	1.92	1
20210804A02JRF00	n	1.92	1
20210807	n	1.92	2
20210813	n	1.92	3
20210813A0GBNM00.html	n	1.92	1
立勤	nr2	1.92	1
成都商报	ntsc	1.92	1
更多	nr2	1.92	1
88LrMgV4hEB	n	1.92	1
88QmuS2jBfQ	n	1.92	1
苏杭	nr2	1.92	1
进行追溯	n_new	1.92	1
88R1eMiANrZ	n	1.92	1
2020年8月份	n	1.92	1
88b2tYssng4	n	1.92	1
经济日报	ntqg	1.92	1
科技日报	ntbj	1.92	1
88frlYJPZ4b	n	1.92	1
88l0VtlVibQ	n	1.92	1
财产损失	n_new	1.92	2
88mdFj4EO7Z	n	1.92	1
2018年3月份	n	1.92	4
规避风险	n_new	1.92	4
88mLbxH5XUy	n	1.92	1
8月17日14时	n	1.92	2
88oKepp1r2C	n	1.92	1
东清	nr2	1.92	2
平安银行	n_new	1.92	1
贸易融资	n_new	1.92	1
众生	nr2	1.92	1
现金流	n_new	1.92	1
雅宝	nr2	1.92	1
清怀	nr2	1.92	1
大槐	nr2	1.92	2
17770732549	n	1.92	1
投资者持有	n_new	1.92	1
交易记录	n_new	1.92	1
瑞银	nr2	1.92	6
气候变化	n_new	1.92	2
静心	nr2	1.92	1
20192019	n	1.92	1
20210816	n	1.92	2
书长	nr2	1.92	1
金融工具	n_new	1.92	1
99950936	n	1.92	1
减排	n_new	1.92	2
收藏价值	n_new	1.92	2
普惠	vn	1.92	2
扬子晚报	ntjs	1.92	1
2020年《	n	1.92	2
2010年《	n	1.92	2
晓枫	nr2	1.92	2
浙江电视台	ntts	1.92	2
缩量	n_new	1.92	1
会计师事务所	n_new	1.92	1
呼吸机	n_new	1.92	1
士基	nr2	1.92	1
非公开	n_new	1.92	2
20210810	n	1.92	1
20210810A0D6EX00.html	n	1.92	1
保理	nr2	1.92	1
知情权	n_new	1.92	1
20210812	n	1.92	3
20210814	n	1.92	1
20210815	n	1.92	1
20210817A09MJ0	n	1.92	1
20210817A09MJ000	n	1.92	1
20210818	n	1.92	3
\n%s\n	n	1.92	8
鈥淒ata.txt鈥 	n	1.92	1
_tmain	n	1.92	6
_TCHAR	n	1.92	6
%s\r\n	n	1.92	6
加载	nr2	1.92	8
.xls	n	1.92	1
88QxSLtgvta	n	1.92	1
88RAUC2pmsu	n	1.92	1
88SGtIqSj83	n	1.92	1
88QxSLtgvxC	n	1.92	1
88XThRiRN6w	n	1.92	1
88YrfT1iD2f	n	1.92	1
88aYu7qFHKW	n	1.92	1
88cfubT4xOI	n	1.92	1
劲鸥	nr2	1.92	1
月娥	nr2	1.92	1
罗翊	nr2	1.92	4
19831125wxl	n	1.92	1
控烟	n_new	1.92	1
国际油价	n_new	1.92	1
中青网	ntbj	1.92	1
中国青年报	ntqg	1.92	1
敏感性	n_new	1.92	1
医务人员	n_new	1.92	1
本周	nr2	1.92	1
常规方式	n_new	1.92	1
未经授权	n_new	1.92	1
强烈要求	n_new	1.92	1
炖排骨	nms	1.92	1
重大缺陷	n_new	1.92	1
环球时报	ntqg	1.92	1
参考消息	ntqg	1.92	1
疫苗接种	n_new	1.92	1
7月27日18时	n	1.92	1
29日22时	n	1.92	1
召忠	nr2	1.92	2
进行全程	n_new	1.92	1
使用寿命	n_new	1.92	2
20210809	n	1.92	1
20210809A0CW8N00.html	n	1.92	1
几乎所有	n_new	1.92	1
20210811A0FWSJ00	n	1.92	1
20210812A0BG1L00.html	n	1.92	1
三方	nr2	1.92	1
20210817A01KA2	n	1.92	1
20210817A01KA200	n	1.92	1
曼联	nr2	1.92	1
all	a	1.91	29
bus	njtgj	1.91	48
众	ag	1.90	12
200	m	1.90	14
框	ng	1.90	4
尽	d	1.90	16
切实	a	1.89	3
高兴	a	1.89	3
长远	an	1.89	3
紧急	ad	1.89	3
危险	an	1.89	3
遗憾	an	1.89	3
深厚	a	1.89	3
多样	a	1.89	3
忙碌	a	1.89	3
低下	a	1.89	3
急切	ad	1.89	3
便捷	a	1.89	3
直观	a	1.89	3
online	a	1.89	3
character	n	1.89	3
惊讶	a	1.89	2
纯正	an	1.89	2
tether	a	1.89	4
3000万	m	1.89	6
易	ad	1.89	12
8	m	1.89	37
configure	n	1.88	9
learn	v	1.88	8
一下子	mq	1.88	6
诉讼	vi	1.88	4
blockchain	x	1.88	8
白	a	1.88	13
太空	s	1.87	6
短短	z	1.87	6
下方	f	1.87	6
周围	f	1.87	4
至关重要	bl	1.87	4
机动	b	1.87	4
右侧	f	1.87	4
几	m	1.86	80
野蛮	a	1.86	3
搬	v	1.85	7
lJClassifier	x	1.85	6
iPhone	x	1.85	4
3000	m	1.85	4
十三	m	1.85	4
第六	m	1.85	4
三十	m	1.85	4
set	vd	1.85	5
式	k	1.85	49
坚实	a	1.84	4
稀缺	a	1.84	4
欧洲	ns	1.84	31
正好	z	1.84	5
只不过	d	1.84	11
百年	mq	1.84	6
底部	f	1.84	6
戳	v	1.84	13
vector	n	1.84	23
悄然	d	1.84	6
